Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date,Department
2021_PWDBL_600559_1,1122/Tender Notice/2021-22 Dt 07/06/2021,Under Head 59/2059 (Annual Repair) white wash colour painting and polishing work in different rooms of mukhya Bhawan Vidhan Bhawan.,,,,,,,,,,,,,,,,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 1 (Civil) PWD Lucknow,,,,,,"81,340",,2021-09-04,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 1 (Civil) PWD Lucknow
2021_CEJNS_558408_1,565/35C-BANDA_CIRCLE/2020-21 DT 16-02-2021,Construction of 6 Nos Of Type-2 Residential Quarters at District Prison Banda,,,,,,,,,,,,,,,,Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA,,,,,,"2,521,925",,2021-09-29,Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA
2021_CEJNS_558408_1,565/35C-BANDA_CIRCLE/2020-21 DT 16-02-2021,Construction of 6 Nos Of Type-2 Residential Quarters at District Prison Banda,,,,,,,,,,,,,,,,Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA,,,,,,"2,521,925",,2021-09-29,Chief Engineer Jhansi Zone PWD Jhansi UP||CHITRAKOOT DHAAM MANDAL - BANDA CIRCLE PWD BANDA
<NA>,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-29,
<NA>,,"Repairing work of C.C. road in village Makora, Greater Noida",,,,,,,,,,,,,,,,,,,,,,,,2021-09-04,
<NA>,,Special repair of Mohammadpur Khala road to km 3 via Umri Jhagurwa link road Block Suratganj district Barabanki.,,,,,,,,,,,,,,,,,,,,,,,,2021-09-07,
<NA>,,"Special repair of Badosarai Dariyabad linkroad (ODR) in km 15,16.",,,,,,,,,,,,,,,,,,,,,,,,2021-09-07,
<NA>,,Road Signage work at Ramnagar Mahadewa Suratganj Fatehpur Katurikala ODR in km 15 to 26.44 in Distt. Barabanki.,,,,,,,,,,,,,,,,,,,,,,,,2021-09-07,
<NA>,,Special Repair of Ahmadpur Gudauli link Road on Block Fatehpur dist. Barabanki.,,,,,,,,,,,,,,,,,,,,,,,,2021-09-07,
<NA>,,"CONSTRUCTION OF PC ROAD FROM G.T ROAD TO TATAARPUR NAGLA SAIYA LINK ROAD, DISTRICT ETAH",,,,,,,,,,,,,,,,,,,,,,,,2021-09-07,
